threshold_X_m,xynthia,xaver,gloria,aggregated
0.2,0.29455711563737785,0.41363208658230166,0.35891151827470114,0.34640468840841543
0.3,0.20342576811509247,0.39150201322320727,0.32083734517235196,0.29159229952627835
0.4,0.17192058920498463,0.38460589414898017,0.2939651834819124,0.2673529756365003
0.5,0.09222991472060534,0.3798985605509998,0.22822079230429657,0.20973339326975163
0.6,0.09222991472060534,0.34964215721854747,0.21425892622657786,0.1975104822653049
0.7,0.049651843295911414,0.34022749002258673,0.16849216835782949,0.16097000449545482
0.8,0.028144745543960986,0.34022749002258673,0.1543772166084742,0.14714344099370297
